ID,Analyst,Ticker,Strike Price,Expiration,Quantity,Entry Filled Time,DCA,Exit Filled Time,Exit Price,PNL
1042223576,Bryce,SPX,4550p,12/04,2,"12/04/2023 10:04:45 EST,","2.45,","12/04/2023 10:15:36 EST,",2.91,92
1042463205,Bryce,QQQ,383p,12/04,4,"12/04/2023 10:31:44 EST,","0.75,","12/04/2023 10:34:50 EST,12/04/2023 10:35:05 EST,12/04/2023 10:37:39 EST","0.91,0.87,0.86",56
1042309118,Bryce,SPX,4585c,12/05,2,"12/05/2023 10:02:00 EST,",2.15,"12/05/2023 10:02:45 EST,12/05/2023 10:03:06 EST,","3.15,2.6,",145.0
1042139465,Bryce,SPX,4600c,12/06,3,"12/06/2023 09:39:49 EST,",2.45,"12/06/2023 09:41:46 EST,","2.65,",60.0
1042300319,Bryce,SPX,4570p,12/06,1,"12/06/2023 09:45:19 EST,",3.3,"12/06/2023 09:46:11 EST,","3.35,",5.0
1042300319,Bryce,SPX,4570p,12/06,1,"12/06/2023 10:22:35 EST,",3.0,"12/06/2023 10:24:57 EST,","6.05,",305.0
1042421220,Bryce,SPX,4585c,12/07,1,"12/07/2023 09:31:04 EST,",3.1,"12/07/2023 09:31:34 EST,","3.4,",30.0
1042308534,Bryce,SPX,4590c,12/07,1,"12/07/2023 10:18:54 EST,",2.45,"12/07/2023 10:20:58 EST,","2.93,",48.0
1042111063,Paper Prophet,NVDA,470c,12/07,1,"12/07/2023 10:40:35 EST,",1.7,"12/07/2023 10:54:11 EST,","1.87,",17.0
1042046867,Paper Prophet,WMT,155c,12/07,20,"12/07/2023 10:48:54 EST,",0.21,"12/07/2023 11:15:27 EST,","0.15,",-120.0
1042112529,Paper Prophet,NVDA,475c,12/08,5,"12/08/2023 09:40:27 EST,",0.9,"12/08/2023 09:44:42 EST,12/08/2023 09:45:35 EST,12/08/2023 09:46:29 EST,","1.31,1.33,1.12,",190.0
1042050659,Paper Prophet,NFLX,455c,12/08,4,"12/08/2023 09:42:59 EST,",1.2,"12/08/2023 09:50:21 EST,12/08/2023 09:54:54 EST,","1.41,0.91,",-16.0
1042308925,Bryce,SPX,4605c,12/08,2,"12/08/2023 09:46:30 EST,",2.5,"12/08/2023 09:50:00 EST,","2.83,",66.0
1042112529,Paper Prophet,NVDA,475c,12/08,6,"12/08/2023 09:52:11 EST,",0.77,"12/08/2023 09:58:23 EST,12/08/2023 09:59:23 EST","0.87,0.89",64
1042301940,Bryce,SPX,4565p,12/08,2,"12/08/2023 09:54:02 EST,",2.65,"12/08/2023 09:57:42 EST,","2.78,",26.0
1042112430,Bryce,QQQ,390c,12/08,4,"12/08/2023 09:59:27 EST,",0.95,"12/08/2023 10:00:21 EST,","1.42,",188.0
1042112529,Paper Prophet,NVDA,475c,12/08,4,"12/08/2023 12:23:26 EST,",1.2,"12/08/2023 12:55:02 EST,12/08/2023 13:31:49 EST,","1.35,1.24,",38.0
1041085430,Paper Prophet,NFLX,465c,12/15,1,"12/08/2023 15:55:01 EST,",2.23,"12/11/2023 09:30:14 EST,","4.08,",185.0
1042517708,Bryce,QQQ,393c,12/11,11,"12/11/2023 09:32:39 EST,",0.63,"12/11/2023 09:33:29 EST,12/11/2023 09:33:55 EST,","0.77,0.83,",184.0
1042517464,Bryce,QQQ,391p,12/11,10,"12/11/2023 09:36:06 EST,",0.62,"12/11/2023 09:37:27 EST,","0.4,",-220.0
1042474660,Bryce,SPX,4615c,12/11,2,"12/11/2023 09:38:31 EST,",2.95,"12/11/2023 09:40:02 EST,","3.25,",60.0
1042478824,Bryce,SPX,4595p,12/12,1,"12/12/2023 09:31:56 EST,",2.75,"12/12/2023 09:32:45 EST,","2.85,",10.0
1038696791,Paper Prophet,META,330c,12/12,1,"12/12/2023 09:45:15 EST,",2.55,"12/12/2023 09:48:42 EST,","3.03,",48.0
1039957282,Paper Prophet,COIN,150c,12/12,4,"12/12/2023 09:49:53 EST,",1.05,"12/12/2023 09:54:11 EST,12/12/2023 10:09:18 EST,","1.13,1.48,",102.0
1042521578,Bryce,QQQ,395p,12/12,7,"12/12/2023 09:54:36 EST,",0.95,"12/12/2023 10:03:28 EST,","0.61,",-238.0
1042504050,Bryce,SPX,4635c,12/12,2,"12/12/2023 10:34:51 EST,",2.33,"12/12/2023 10:36:56 EST,12/12/2023 10:38:01 EST,","2.68,2.98,",100.0
1042521822,Bryce,QQQ,397p,12/12,9,"12/12/2023 11:08:49 EST,",0.77,"12/12/2023 11:12:37 EST,12/12/2023 11:12:56 EST,","0.87,0.86,",85.0
1042421898,Bryce,SPX,4620p,12/12,2,"12/12/2023 11:17:08 EST,",3.34,"12/12/2023 11:23:54 EST,","2.53,",-162.0
1042504050,Bryce,SPX,4635c,12/12,1,"12/12/2023 11:34:11 EST,",2.85,"12/12/2023 11:38:29 EST,","3.15,",30.0
1041465351,Paper Prophet,META,335c,12/12,2,"12/12/2023 13:02:55 EST,",2.15,"12/12/2023 13:53:52 EST,12/12/2023 15:03:50 EST,","2.34,2.86,",90.0
1039358839,Paper Prophet,AMZN,150c,12/15,8,"12/12/2023 15:51:49 EST,",0.56,"12/13/2023 09:31:50 EST,","1.04,",384.0
1042479600,Bryce,SPX,4615p,12/13,1,"12/13/2023 09:32:32 EST,",2.69,"12/13/2023 09:34:47 EST,","2.05,",-64.0
1042475688,Bryce,SPX,4680c,12/13,2,"12/13/2023 09:37:07 EST,",2.4,"12/13/2023 09:44:01 EST,","2.03,",-74.0
1042479600,Bryce,SPX,4615p,12/13,1,"12/13/2023 09:44:56 EST,",2.55,"12/13/2023 09:51:43 EST,","2.55,",0.0
1038650383,Paper Prophet,NFLX,470c,12/13,1,"12/13/2023 09:58:15 EST,",2.94,"12/13/2023 10:09:44 EST,","3.45,",51.0
1038671298,Paper Prophet,NVDA,500c,12/13,4,"12/13/2023 09:59:46 EST,",1.14,"12/13/2023 10:00:50 EST,","1.22,",32.0
1042475688,Bryce,SPX,4680c,12/13,2,"12/13/2023 10:06:56 EST,",2.35,"12/13/2023 10:11:16 EST,12/13/2023 10:13:13 EST,","2.55,2.53,",38.0
1039957282,Paper Prophet,COIN,150c,12/13,5,"12/13/2023 10:12:42 EST,",0.92,"12/13/2023 11:22:32 EST,12/13/2023 14:20:18 EST,","1.12,1.31,",157.0
1038699651,Paper Prophet,META,340c,12/13,2,"12/13/2023 10:19:24 EST,",2.01,"12/13/2023 11:08:08 EST,","1.66,",-70.0
1038671298,Paper Prophet,NVDA,500c,12/13,4,"12/13/2023 11:08:57 EST,",1.15,"12/13/2023 11:23:34 EST,","0.96,",-76.0
1036719131,Paper Prophet,TSLA,235c,12/13,2,"12/13/2023 11:31:27 EST,",1.91,"12/13/2023 11:54:47 EST,","1.96,",10.0
1040967717,Paper Prophet,BA,245p,12/14,10,"12/14/2023 11:37:56 EST,",0.41,"12/14/2023 12:00:55 EST,","0.22,",-190.0
1040182726,Bryce,SPX,4690p,12/15,2,"12/15/2023 09:32:40 EST,",2.55,"12/15/2023 09:35:25 EST,","3.45,",180.0
1018500853,Bryce,QQQ,405c,12/15,7,"12/15/2023 09:35:58 EST,",1.04,"12/15/2023 09:36:57 EST,12/15/2023 09:38:35 EST,","1.2,1.04,",64.0
1041117027,Paper Prophet,NFLX,475c,12/15,5,"12/15/2023 10:15:04 EST,",0.85,"12/15/2023 10:21:38 EST,","1.13,",56.0
1038671298,Paper Prophet,NVDA,500c,12/15,12,"12/15/2023 10:20:25 EST,",0.36,"12/15/2023 10:41:19 EST,","0.54,",108.0
1040298868,Bryce,SPX,4730c,12/15,1,"12/15/2023 10:45:49 EST,",3.22,"12/15/2023 10:51:32 EST,","3.85,",63.0
1041117027,Paper Prophet,NFLX,475c,12/15,11,"12/15/2023 10:52:05 EST,",0.42,"12/15/2023 11:07:31 EST,","0.57,",105.0
1037782352,Paper Prophet,TSLA,255c,12/15,11,"12/15/2023 11:15:25 EST,",0.44,"12/15/2023 12:32:49 EST,","0.71,",162.0
1040963235,Paper Prophet,BA,265c,12/15,5,"12/15/2023 11:41:07 EST,",0.82,"12/15/2023 11:42:29 EST,12/15/2023 11:53:24 EST,","0.93,1.27,",112.0
1038744603,Paper Prophet,NVDA,485p,12/15,10,"12/15/2023 12:06:41 EST,",0.43,"12/15/2023 12:12:15 EST,","0.41,",-10.0
1042075060,Paper Prophet,TSLA,260c,12/19,1,"12/19/2023 09:33:54 EST,",2.71,"12/19/2023 10:19:49 EST,","2.98,",27,
1042748503,Bryce,QQQ,409c,12/20,4,"12/20/2023 10:03:38 EST,",0.94,"12/20/2023 10:06:21 EST,","1.15,",42.0
1042737374,Bryce,SPX,4760c,12/21,2,"12/21/2023 09:35:15 EST,",2.92,"12/21/2023 09:39:21 EST,12/21/2023 09:51:34 EST,","3.5,2.9,",56.0
1042155590,Paper Prophet,TSLA,250p,12/21,2,"12/21/2023 09:46:22 EST,",1.85,"12/21/2023 09:56:52 EST,12/21/2023 10:06:12 EST,","2.76,3.53,",259.0
1042721374,Bryce,QQQ,405p,12/21,7,"12/21/2023 10:07:43 EST,",0.96,"12/21/2023 10:18:35 EST,","0.69,",-189.0
1042679652,Bryce,SPX,4710p,12/21,2,"12/21/2023 11:33:44 EST,12/21/2023 11:38:50 EST,",2.17,"12/21/2023 11:40:54 EST,","2.3,",13.0
1042545721,Diesel,SPX,4680p,12/21,4,"12/21/2023 12:47:17 EST,",1.1,"12/21/2023 12:48:21 EST,","1.03,",-28.0
1042461564,Bryce,SPX,4780c,12/22,2,"12/22/2023 09:31:24 EST,",3.22,"12/22/2023 09:35:29 EST,","2.95,",-54.0
1042774351,Bryce,SPX,4785c,12/22,1,"12/22/2023 09:37:57 EST,",2.6,"12/22/2023 09:39:16 EST,","3.05,",45.0
1042075060,Paper Prophet,TSLA,260c,12/22,5,"12/22/2023 09:50:17 EST,",0.87,"12/22/2023 09:59:12 EST,","0.63,",-120.0
1042872471,Diesel,SPX,4735p,12/22,4,"12/22/2023 14:08:03 EST,",1.2,"12/22/2023 14:10:31 EST,12/22/2023 14:13:59 EST,12/22/2023 14:19:25 EST,","1.4,1.68,2.25,",193.0
1042476007,Bryce,SPX,4750p,12/26,1,"12/26/2023 09:46:23 EST,",2.45,"12/26/2023 09:50:50 EST,","2.98,",53.0
1042476007,Bryce,SPX,4750p,12/26,2,"12/26/2023 09:54:32 EST,",2.75,"12/26/2023 10:07:18 EST,","1.93,",-164.0
1042913834,Bryce,SPX,4805c,12/28,3,"12/28/2023 09:32:43 EST,12/28/2023 09:35:12 EST,12/28/2023 09:44:55 EST,",2.0,"12/28/2023 09:40:44 EST,12/28/2023 09:45:23 EST,","2.6,1.53,",-74.0
1042252864,Paper Prophet,TSLA,260p,12/28,2,"12/28/2023 09:52:03 EST,",1.88,"12/28/2023 09:55:27 EST,","2.32,",44.0
1042675612,Bryce,SPX,4775p,12/28,4,"12/28/2023 10:05:44 EST,12/28/2023 10:09:32 EST,",2.8,"12/28/2023 10:12:26 EST,","2.6,",-80.0
1042522412,Paper Prophet,COIN,190c,12/28,4,"12/28/2023 11:33:08 EST,",1.24,"12/28/2023 12:21:55 EST,12/28/2023 12:26:06 EST,","1.8,2.5,",420.0
1042204044,Paper Prophet,BA,260c,12/28,5,"12/28/2023 11:41:41 EST,",0.88,"12/28/2023 11:52:47 EST,","1.14,",52.0
1042206263,Paper Prophet,AMZN,150p,12/29,50,"12/29/2023 11:21:44 EST,",0.05,"12/29/2023 11:33:45 EST,","0.1,",125.0
1040135210,Diesel,SPX,4785c,12/29,3,"12/29/2023 14:57:56 EST,",1.4,"12/29/2023 15:04:16 EST,","0.83,",-171.0
